cycle,state,state_name,district,election_date,redistricting_era,cook_pvi,competitive,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2014,AR,Arkansas,AR-03,2014-11-04,2012_2020,-28.34,False,DEM nominee AR-03 2014,REP nominee AR-03 2014,False,True,0.1,0.9,304305,613499,0.1092,0.8908,209115,REP,-28.34,4.0,-0.2,0.4965,0.4,557028,District Panel Polling,400,lv,nonpartisan,mixed,11.42,88.58,US-HOUSE-AR-03-2014,US-HOUSE-AR-03-2014-D,US-HOUSE-AR-03-2014-R,REP,0.1,0.9,0.1142
2014,AR,Arkansas,AR-04,2014-11-04,2012_2020,-4.0,False,DEM nominee AR-04 2014,REP nominee AR-04 2014,False,True,0.3686,0.6314,281599,184914,0.3939,0.6061,233711,REP,-4.0,4.0,-0.2,1.5741,0.4,547416,District Panel Polling,400,lv,nonpartisan,mixed,41.1,58.9,US-HOUSE-AR-04-2014,US-HOUSE-AR-04-2014-D,US-HOUSE-AR-04-2014-R,REP,0.3686,0.6314,0.411
2014,AZ,Arizona,AZ-01,2014-11-04,2012_2020,4.84,True,DEM nominee AZ-01 2014,REP nominee AZ-01 2014,True,False,0.5568,0.4432,1470795,969234,0.5751,0.4249,255030,DEM,4.84,4.0,-0.2,0.7819,0.4,618619,District Panel Polling,600,lv,nonpartisan,mixed,57.02,42.98,US-HOUSE-AZ-01-2014,US-HOUSE-AZ-01-2014-D,US-HOUSE-AZ-01-2014-R,DEM,0.5568,0.4432,0.5702
2014,AZ,Arizona,AZ-02,2014-11-04,2012_2020,-5.58,False,DEM nominee AZ-02 2014,REP nominee AZ-02 2014,False,True,0.3742,0.6258,304384,681315,0.3579,0.6421,230623,REP,-5.58,4.0,-0.2,0.5013,0.4,560803,District Panel Polling,400,lv,nonpartisan,mixed,38.45,61.55,US-HOUSE-AZ-02-2014,US-HOUSE-AZ-02-2014-D,US-HOUSE-AZ-02-2014-R,REP,0.3742,0.6258,0.3845
2014,AZ,Arizona,AZ-03,2014-11-04,2012_2020,-10.89,False,DEM nominee AZ-03 2014,REP nominee AZ-03 2014,False,True,0.2763,0.7237,749427,488778,0.2959,0.7041,213609,REP,-10.89,4.0,-0.2,0.692,0.4,542902,District Panel Polling,400,lv,nonpartisan,mixed,33.01,66.99,US-HOUSE-AZ-03-2014,US-HOUSE-AZ-03-2014-D,US-HOUSE-AZ-03-2014-R,REP,0.2763,0.7237,0.3301
2014,AZ,Arizona,AZ-04,2014-11-04,2012_2020,11.54,False,DEM nominee AZ-04 2014,REP nominee AZ-04 2014,True,False,0.6048,0.3952,608019,266979,0.585,0.415,193557,DEM,11.54,4.0,-0.2,1.1129,0.4,490969,District Panel Polling,400,lv,nonpartisan,mixed,55.96,44.04,US-HOUSE-AZ-04-2014,US-HOUSE-AZ-04-2014-D,US-HOUSE-AZ-04-2014-R,DEM,0.6048,0.3952,0.5596
2014,AZ,Arizona,AZ-05,2014-11-04,2012_2020,-2.31,False,DEM nominee AZ-05 2014,REP nominee AZ-05 2014,False,True,0.3997,0.6003,432218,527364,0.3777,0.6223,197043,REP,-2.31,4.0,-0.2,-0.8456,0.4,485145,District Panel Polling,400,lv,nonpartisan,mixed,37.13,62.87,US-HOUSE-AZ-05-2014,US-HOUSE-AZ-05-2014-D,US-HOUSE-AZ-05-2014-R,REP,0.3997,0.6003,0.3713
2014,AZ,Arizona,AZ-06,2014-11-04,2012_2020,8.59,False,DEM nominee AZ-06 2014,REP nominee AZ-06 2014,True,False,0.5374,0.4626,731995,342854,0.5555,0.4445,198892,DEM,8.59,4.0,-0.2,-1.9675,0.4,511184,District Panel Polling,400,lv,nonpartisan,mixed,55.96,44.04,US-HOUSE-AZ-06-2014,US-HOUSE-AZ-06-2014-D,US-HOUSE-AZ-06-2014-R,DEM,0.5374,0.4626,0.5596
2014,AZ,Arizona,AZ-07,2014-11-04,2012_2020,1.78,True,DEM nominee AZ-07 2014,REP nominee AZ-07 2014,True,False,0.5269,0.4731,1967753,1643831,0.5413,0.4587,218526,DEM,1.78,4.0,-0.2,0.8641,0.4,592468,District Panel Polling,600,lv,nonpartisan,mixed,52.14,47.86,US-HOUSE-AZ-07-2014,US-HOUSE-AZ-07-2014-D,US-HOUSE-AZ-07-2014-R,DEM,0.5269,0.4731,0.5214
2014,AZ,Arizona,AZ-08,2014-11-04,2012_2020,0.18,True,DEM nominee AZ-08 2014,REP nominee AZ-08 2014,True,False,0.4747,0.5253,1623190,2528932,0.4823,0.5177,263937,REP,0.18,4.0,-0.2,0.1108,0.4,615020,District Panel Polling,600,lv,nonpartisan,mixed,48.35,51.65,US-HOUSE-AZ-08-2014,US-HOUSE-AZ-08-2014-D,US-HOUSE-AZ-08-2014-R,DEM,0.4747,0.5253,0.4835
2014,AZ,Arizona,AZ-09,2014-11-04,2012_2020,0.97,True,DEM nominee AZ-09 2014,REP nominee AZ-09 2014,True,False,0.5204,0.4796,2220411,1196109,0.501,0.499,217395,DEM,0.97,4.0,-0.2,1.9782,0.4,554145,District Panel Polling,600,lv,nonpartisan,mixed,50.63,49.37,US-HOUSE-AZ-09-2014,US-HOUSE-AZ-09-2014-D,US-HOUSE-AZ-09-2014-R,DEM,0.5204,0.4796,0.5063
2014,CA,California,CA-01,2014-11-04,2012_2020,20.41,False,DEM nominee CA-01 2014,REP nominee CA-01 2014,True,False,0.6948,0.3052,571722,620951,0.6964,0.3036,221709,DEM,20.41,4.0,-0.2,-0.7618,0.4,602389,District Panel Polling,400,lv,nonpartisan,mixed,67.12,32.88,US-HOUSE-CA-01-2014,US-HOUSE-CA-01-2014-D,US-HOUSE-CA-01-2014-R,DEM,0.6948,0.3052,0.6712
2014,CA,California,CA-02,2014-11-04,2012_2020,22.69,False,DEM nominee CA-02 2014,REP nominee CA-02 2014,True,False,0.7573,0.2427,214210,374344,0.7274,0.2726,191500,DEM,22.69,4.0,-0.2,1.0165,0.4,504076,District Panel Polling,400,lv,nonpartisan,mixed,72.46,27.54,US-HOUSE-CA-02-2014,US-HOUSE-CA-02-2014-D,US-HOUSE-CA-02-2014-R,DEM,0.7573,0.2427,0.7246
2014,CA,California,CA-03,2014-11-04,2012_2020,8.79,False,DEM nominee CA-03 2014,REP nominee CA-03 2014,True,False,0.5807,0.4193,652824,698585,0.5886,0.4114,242108,DEM,8.79,4.0,-0.2,-1.8049,0.4,626089,District Panel Polling,400,lv,nonpartisan,mixed,61.82,38.18,US-HOUSE-CA-03-2014,US-HOUSE-CA-03-2014-D,US-HOUSE-CA-03-2014-R,DEM,0.5807,0.4193,0.6182
2014,CA,California,CA-04,2014-11-04,2012_2020,2.95,True,DEM nominee CA-04 2014,REP nominee CA-04 2014,True,False,0.5454,0.4546,1742180,2666594,0.5354,0.4646,189979,DEM,2.95,4.0,-0.2,-1.3282,0.4,513202,District Panel Polling,600,lv,nonpartisan,mixed,56.16,43.84,US-HOUSE-CA-04-2014,US-HOUSE-CA-04-2014-D,US-HOUSE-CA-04-2014-R,DEM,0.5454,0.4546,0.5616
2014,CA,California,CA-05,2014-11-04,2012_2020,7.59,True,DEM nominee CA-05 2014,REP nominee CA-05 2014,True,False,0.5674,0.4326,1989896,2598558,0.5712,0.4288,210084,DEM,7.59,4.0,-0.2,-1.5336,0.4,549359,District Panel Polling,600,lv,nonpartisan,mixed,54.88,45.12,US-HOUSE-CA-05-2014,US-HOUSE-CA-05-2014-D,US-HOUSE-CA-05-2014-R,DEM,0.5674,0.4326,0.5488
2014,CA,California,CA-06,2014-11-04,2012_2020,12.82,False,DEM nominee CA-06 2014,REP nominee CA-06 2014,True,False,0.6478,0.3522,715863,604827,0.6316,0.3684,254492,DEM,12.82,4.0,-0.2,-1.0184,0.4,601495,District Panel Polling,400,lv,nonpartisan,mixed,66.45,33.55,US-HOUSE-CA-06-2014,US-HOUSE-CA-06-2014-D,US-HOUSE-CA-06-2014-R,DEM,0.6478,0.3522,0.6645
2014,CA,California,CA-07,2014-11-04,2012_2020,-0.36,True,DEM nominee CA-07 2014,REP nominee CA-07 2014,True,False,0.4828,0.5172,1700297,1090480,0.5095,0.4905,254207,DEM,-0.36,4.0,-0.2,-1.2238,0.4,616623,District Panel Polling,600,lv,nonpartisan,mixed,52.71,47.29,US-HOUSE-CA-07-2014,US-HOUSE-CA-07-2014-D,US-HOUSE-CA-07-2014-R,DEM,0.4828,0.5172,0.5271
2014,CA,California,CA-08,2014-11-04,2012_2020,4.61,True,DEM nominee CA-08 2014,REP nominee CA-08 2014,True,False,0.5445,0.4555,2158556,1762089,0.5326,0.4674,207344,DEM,4.61,4.0,-0.2,0.876,0.4,471754,District Panel Polling,600,lv,nonpartisan,mixed,55.09,44.91,US-HOUSE-CA-08-2014,US-HOUSE-CA-08-2014-D,US-HOUSE-CA-08-2014-R,DEM,0.5445,0.4555,0.5509
2014,CA,California,CA-09,2014-11-04,2012_2020,24.43,False,DEM nominee CA-09 2014,REP nominee CA-09 2014,True,False,0.7595,0.2405,325407,199422,0.7564,0.2436,237984,DEM,24.43,4.0,-0.2,-1.2205,0.4,623945,District Panel Polling,400,lv,nonpartisan,mixed,74.77,25.23,US-HOUSE-CA-09-2014,US-HOUSE-CA-09-2014-D,US-HOUSE-CA-09-2014-R,DEM,0.7595,0.2405,0.7477
2014,CA,California,CA-10,2014-11-04,2012_2020,0.49,True,DEM nominee CA-10 2014,REP nominee CA-10 2014,True,False,0.4898,0.5102,2719965,1778882,0.486,0.514,262299,REP,0.49,4.0,-0.2,-0.445,0.4,598682,District Panel Polling,600,lv,nonpartisan,mixed,51.66,48.34,US-HOUSE-CA-10-2014,US-HOUSE-CA-10-2014-D,US-HOUSE-CA-10-2014-R,DEM,0.4898,0.5102,0.5166
2014,CA,California,CA-11,2014-11-04,2012_2020,24.97,False,DEM nominee CA-11 2014,REP nominee CA-11 2014,True,False,0.756,0.244,391774,715528,0.7593,0.2407,202709,DEM,24.97,4.0,-0.2,0.9148,0.4,514593,District Panel Polling,400,lv,nonpartisan,mixed,77.66,22.34,US-HOUSE-CA-11-2014,US-HOUSE-CA-11-2014-D,US-HOUSE-CA-11-2014-R,DEM,0.756,0.244,0.7766
2014,CA,California,CA-12,2014-11-04,2012_2020,7.39,True,DEM nominee CA-12 2014,REP nominee CA-12 2014,True,False,0.535,0.465,2573818,1561316,0.5545,0.4455,215105,DEM,7.39,4.0,-0.2,0.182,0.4,534572,District Panel Polling,600,lv,nonpartisan,mixed,56.52,43.48,US-HOUSE-CA-12-2014,US-HOUSE-CA-12-2014-D,US-HOUSE-CA-12-2014-R,DEM,0.535,0.465,0.5652
2014,CA,California,CA-13,2014-11-04,2012_2020,3.58,True,DEM nominee CA-13 2014,REP nominee CA-13 2014,True,False,0.5067,0.4933,2818957,2319437,0.5205,0.4795,267509,DEM,3.58,4.0,-0.2,-1.6402,0.4,621651,District Panel Polling,600,lv,nonpartisan,mixed,49.49,50.51,US-HOUSE-CA-13-2014,US-HOUSE-CA-13-2014-D,US-HOUSE-CA-13-2014-R,DEM,0.5067,0.4933,0.4949
2014,CA,California,CA-14,2014-11-04,2012_2020,10.37,False,DEM nominee CA-14 2014,REP nominee CA-14 2014,True,False,0.5488,0.4512,229792,267952,0.5691,0.4309,266548,DEM,10.37,4.0,-0.2,-1.1981,0.4,615446,District Panel Polling,400,lv,nonpartisan,mixed,54.09,45.91,US-HOUSE-CA-14-2014,US-HOUSE-CA-14-2014-D,US-HOUSE-CA-14-2014-R,DEM,0.5488,0.4512,0.5409
2014,CA,California,CA-15,2014-11-04,2012_2020,25.15,False,DEM nominee CA-15 2014,REP nominee CA-15 2014,True,False,0.7513,0.2487,739954,247147,0.7364,0.2636,215185,DEM,25.15,4.0,-0.2,0.8851,0.4,582270,District Panel Polling,400,lv,nonpartisan,mixed,73.37,26.63,US-HOUSE-CA-15-2014,US-HOUSE-CA-15-2014-D,US-HOUSE-CA-15-2014-R,DEM,0.7513,0.2487,0.7337
2014,CA,California,CA-16,2014-11-04,2012_2020,19.02,False,DEM nominee CA-16 2014,REP nominee CA-16 2014,True,False,0.6541,0.3459,219297,696456,0.6815,0.3185,234005,DEM,19.02,4.0,-0.2,1.7297,0.4,554278,District Panel Polling,400,lv,nonpartisan,mixed,67.16,32.84,US-HOUSE-CA-16-2014,US-HOUSE-CA-16-2014-D,US-HOUSE-CA-16-2014-R,DEM,0.6541,0.3459,0.6716
2014,CA,California,CA-17,2014-11-04,2012_2020,2.56,True,DEM nominee CA-17 2014,REP nominee CA-17 2014,True,False,0.4964,0.5036,1059675,2683256,0.5229,0.4771,235413,DEM,2.56,4.0,-0.2,-0.6927,0.4,590449,District Panel Polling,600,lv,nonpartisan,mixed,53.33,46.67,US-HOUSE-CA-17-2014,US-HOUSE-CA-17-2014-D,US-HOUSE-CA-17-2014-R,DEM,0.4964,0.5036,0.5333
2014,CA,California,CA-18,2014-11-04,2012_2020,15.61,False,DEM nominee CA-18 2014,REP nominee CA-18 2014,True,False,0.6527,0.3473,165754,371539,0.6419,0.3581,223285,DEM,15.61,4.0,-0.2,-1.6905,0.4,549400,District Panel Polling,400,lv,nonpartisan,mixed,62.99,37.01,US-HOUSE-CA-18-2014,US-HOUSE-CA-18-2014-D,US-HOUSE-CA-18-2014-R,DEM,0.6527,0.3473,0.6299
2014,CA,California,CA-19,2014-11-04,2012_2020,5.16,True,DEM nominee CA-19 2014,REP nominee CA-19 2014,True,False,0.578,0.422,1711013,2921719,0.5569,0.4431,224321,DEM,5.16,4.0,-0.2,-0.9675,0.4,533195,District Panel Polling,600,lv,nonpartisan,mixed,53.76,46.24,US-HOUSE-CA-19-2014,US-HOUSE-CA-19-2014-D,US-HOUSE-CA-19-2014-R,DEM,0.578,0.422,0.5376
2014,CA,California,CA-20,2014-11-04,2012_2020,19.1,False,DEM nominee CA-20 2014,REP nominee CA-20 2014,True,False,0.7129,0.2871,453981,206310,0.6986,0.3014,240963,DEM,19.1,4.0,-0.2,-0.7299,0.4,588160,District Panel Polling,400,lv,nonpartisan,mixed,70.97,29.03,US-HOUSE-CA-20-2014,US-HOUSE-CA-20-2014-D,US-HOUSE-CA-20-2014-R,DEM,0.7129,0.2871,0.7097
2014,CA,California,CA-21,2014-11-04,2012_2020,8.61,False,DEM nominee CA-21 2014,REP nominee CA-21 2014,False,True,0.5102,0.4898,391402,486309,0.494,0.506,232636,REP,8.61,4.0,-0.2,1.9094,0.4,608811,District Panel Polling,400,lv,nonpartisan,mixed,48.66,51.34,US-HOUSE-CA-21-2014,US-HOUSE-CA-21-2014-D,US-HOUSE-CA-21-2014-R,REP,0.5102,0.4898,0.4866
2014,CA,California,CA-22,2014-11-04,2012_2020,30.5,False,DEM nominee CA-22 2014,REP nominee CA-22 2014,True,False,0.831,0.169,361463,455081,0.8112,0.1888,192389,DEM,30.5,4.0,-0.2,-0.8071,0.4,505451,District Panel Polling,400,lv,nonpartisan,mixed,82.08,17.92,US-HOUSE-CA-22-2014,US-HOUSE-CA-22-2014-D,US-HOUSE-CA-22-2014-R,DEM,0.831,0.169,0.8208
2014,CA,California,CA-23,2014-11-04,2012_2020,19.66,False,DEM nominee CA-23 2014,REP nominee CA-23 2014,True,False,0.7107,0.2893,174125,571981,0.6841,0.3159,247834,DEM,19.66,4.0,-0.2,-0.4337,0.4,610315,District Panel Polling,400,lv,nonpartisan,mixed,67.76,32.24,US-HOUSE-CA-23-2014,US-HOUSE-CA-23-2014-D,US-HOUSE-CA-23-2014-R,DEM,0.7107,0.2893,0.6776
2014,CA,California,CA-24,2014-11-04,2012_2020,25.29,False,DEM nominee CA-24 2014,REP nominee CA-24 2014,True,False,0.7121,0.2879,475841,684861,0.7276,0.2724,241717,DEM,25.29,4.0,-0.2,0.9734,0.4,549582,District Panel Polling,400,lv,nonpartisan,mixed,72.73,27.27,US-HOUSE-CA-24-2014,US-HOUSE-CA-24-2014-D,US-HOUSE-CA-24-2014-R,DEM,0.7121,0.2879,0.7273
2014,CA,California,CA-25,2014-11-04,2012_2020,22.07,False,DEM nominee CA-25 2014,REP nominee CA-25 2014,True,False,0.6872,0.3128,614879,157456,0.6906,0.3094,252330,DEM,22.07,4.0,-0.2,0.3826,0.4,608707,District Panel Polling,400,lv,nonpartisan,mixed,68.71,31.29,US-HOUSE-CA-25-2014,US-HOUSE-CA-25-2014-D,US-HOUSE-CA-25-2014-R,DEM,0.6872,0.3128,0.6871
2014,CA,California,CA-26,2014-11-04,2012_2020,15.61,False,DEM nominee CA-26 2014,REP nominee CA-26 2014,True,False,0.6705,0.3295,619730,165551,0.6762,0.3238,221585,DEM,15.61,4.0,-0.2,1.784,0.4,582129,District Panel Polling,400,lv,nonpartisan,mixed,66.03,33.97,US-HOUSE-CA-26-2014,US-HOUSE-CA-26-2014-D,US-HOUSE-CA-26-2014-R,DEM,0.6705,0.3295,0.6603
2014,CA,California,CA-27,2014-11-04,2012_2020,12.37,False,DEM nominee CA-27 2014,REP nominee CA-27 2014,True,False,0.6089,0.3911,175905,186060,0.5919,0.4081,214127,DEM,12.37,4.0,-0.2,1.9352,0.4,517913,District Panel Polling,400,lv,nonpartisan,mixed,55.69,44.31,US-HOUSE-CA-27-2014,US-HOUSE-CA-27-2014-D,US-HOUSE-CA-27-2014-R,DEM,0.6089,0.3911,0.5569
2014,CA,California,CA-28,2014-11-04,2012_2020,3.87,True,DEM nominee CA-28 2014,REP nominee CA-28 2014,False,True,0.4857,0.5143,1285122,2886014,0.4751,0.5249,252796,REP,3.87,4.0,-0.2,1.2069,0.4,626262,District Panel Polling,600,lv,nonpartisan,mixed,47.74,52.26,US-HOUSE-CA-28-2014,US-HOUSE-CA-28-2014-D,US-HOUSE-CA-28-2014-R,REP,0.4857,0.5143,0.4774
2014,CA,California,CA-29,2014-11-04,2012_2020,24.97,False,DEM nominee CA-29 2014,REP nominee CA-29 2014,True,False,0.7701,0.2299,654847,328812,0.7491,0.2509,218958,DEM,24.97,4.0,-0.2,0.1752,0.4,591238,District Panel Polling,400,lv,nonpartisan,mixed,78.31,21.69,US-HOUSE-CA-29-2014,US-HOUSE-CA-29-2014-D,US-HOUSE-CA-29-2014-R,DEM,0.7701,0.2299,0.7831
2014,CA,California,CA-30,2014-11-04,2012_2020,14.38,False,DEM nominee CA-30 2014,REP nominee CA-30 2014,True,False,0.6448,0.3552,307562,249977,0.6669,0.3331,218896,DEM,14.38,4.0,-0.2,-1.9312,0.4,573648,District Panel Polling,400,lv,nonpartisan,mixed,63.88,36.12,US-HOUSE-CA-30-2014,US-HOUSE-CA-30-2014-D,US-HOUSE-CA-30-2014-R,DEM,0.6448,0.3552,0.6388
2014,CA,California,CA-31,2014-11-04,2012_2020,25.01,False,DEM nominee CA-31 2014,REP nominee CA-31 2014,True,False,0.7801,0.2199,504857,654095,0.7597,0.2403,241213,DEM,25.01,4.0,-0.2,0.0089,0.4,583011,District Panel Polling,400,lv,nonpartisan,mixed,77.67,22.33,US-HOUSE-CA-31-2014,US-HOUSE-CA-31-2014-D,US-HOUSE-CA-31-2014-R,DEM,0.7801,0.2199,0.7767
2014,CA,California,CA-32,2014-11-04,2012_2020,7.05,True,DEM nominee CA-32 2014,REP nominee CA-32 2014,True,False,0.5568,0.4432,2811318,1698914,0.5544,0.4456,225216,DEM,7.05,4.0,-0.2,-1.2083,0.4,544837,District Panel Polling,600,lv,nonpartisan,mixed,56.8,43.2,US-HOUSE-CA-32-2014,US-HOUSE-CA-32-2014-D,US-HOUSE-CA-32-2014-R,DEM,0.5568,0.4432,0.568
2014,CA,California,CA-33,2014-11-04,2012_2020,4.85,True,DEM nominee CA-33 2014,REP nominee CA-33 2014,True,False,0.5802,0.4198,1773767,1576429,0.5707,0.4293,262235,DEM,4.85,4.0,-0.2,0.6505,0.4,623277,District Panel Polling,600,lv,nonpartisan,mixed,59.54,40.46,US-HOUSE-CA-33-2014,US-HOUSE-CA-33-2014-D,US-HOUSE-CA-33-2014-R,DEM,0.5802,0.4198,0.5954
2014,CA,California,CA-34,2014-11-04,2012_2020,4.08,True,DEM nominee CA-34 2014,REP nominee CA-34 2014,True,False,0.5585,0.4415,1173713,2766787,0.5372,0.4628,247463,DEM,4.08,4.0,-0.2,0.5196,0.4,616973,District Panel Polling,600,lv,nonpartisan,mixed,51.74,48.26,US-HOUSE-CA-34-2014,US-HOUSE-CA-34-2014-D,US-HOUSE-CA-34-2014-R,DEM,0.5585,0.4415,0.5174
2014,CA,California,CA-35,2014-11-04,2012_2020,11.0,False,DEM nominee CA-35 2014,REP nominee CA-35 2014,True,False,0.578,0.422,576298,711828,0.5674,0.4326,247297,DEM,11.0,4.0,-0.2,1.1745,0.4,581772,District Panel Polling,400,lv,nonpartisan,mixed,54.87,45.13,US-HOUSE-CA-35-2014,US-HOUSE-CA-35-2014-D,US-HOUSE-CA-35-2014-R,DEM,0.578,0.422,0.5487
2014,CA,California,CA-36,2014-11-04,2012_2020,18.86,False,DEM nominee CA-36 2014,REP nominee CA-36 2014,True,False,0.6746,0.3254,543630,189309,0.6493,0.3507,210294,DEM,18.86,4.0,-0.2,0.4605,0.4,547559,District Panel Polling,400,lv,nonpartisan,mixed,64.11,35.89,US-HOUSE-CA-36-2014,US-HOUSE-CA-36-2014-D,US-HOUSE-CA-36-2014-R,DEM,0.6746,0.3254,0.6411
2014,CA,California,CA-37,2014-11-04,2012_2020,5.79,True,DEM nominee CA-37 2014,REP nominee CA-37 2014,True,False,0.5432,0.4568,2742591,2833458,0.5328,0.4672,189465,DEM,5.79,4.0,-0.2,-1.1505,0.4,492163,District Panel Polling,600,lv,nonpartisan,mixed,51.71,48.29,US-HOUSE-CA-37-2014,US-HOUSE-CA-37-2014-D,US-HOUSE-CA-37-2014-R,DEM,0.5432,0.4568,0.5171
2014,CA,California,CA-38,2014-11-04,2012_2020,25.57,False,DEM nominee CA-38 2014,REP nominee CA-38 2014,True,False,0.7637,0.2363,740434,309775,0.749,0.251,194236,DEM,25.57,4.0,-0.2,-0.3751,0.4,472495,District Panel Polling,400,lv,nonpartisan,mixed,71.69,28.31,US-HOUSE-CA-38-2014,US-HOUSE-CA-38-2014-D,US-HOUSE-CA-38-2014-R,DEM,0.7637,0.2363,0.7169
