cycle,state,state_name,election_date,senate_class,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2014,MN,Minnesota,2014-11-04,II,DEM nominee MN 2014,REP nominee MN 2014,True,False,0.5131,0.4869,3573858,3523005,0.5155,0.4845,1617195,DEM,2.0,3.5,-0.2,-1.1337,0.45,3900000,State Panel Polling,850,lv,nonpartisan,mixed,53.8,46.2,US-SEN-MN-2014,US-SEN-MN-2014-D,US-SEN-MN-2014-R,DEM,0.5131,0.4869,0.538
2014,MS,Mississippi,2014-11-04,II,DEM nominee MS 2014,REP nominee MS 2014,False,True,0.3612,0.6388,3541671,3792953,0.3539,0.6461,819976,REP,-10.0,3.5,-0.2,-0.3644,0.45,2000000,State Panel Polling,850,lv,nonpartisan,mixed,33.3,66.7,US-SEN-MS-2014,US-SEN-MS-2014-D,US-SEN-MS-2014-R,REP,0.3612,0.6388,0.333
2014,MT,Montana,2014-11-04,II,DEM nominee MT 2014,REP nominee MT 2014,False,True,0.3139,0.6861,4185799,3128771,0.3,0.7,331324,REP,-11.0,3.5,-0.2,-1.9713,0.45,800000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-MT-2014,US-SEN-MT-2014-D,US-SEN-MT-2014-R,REP,0.3139,0.6861,0.3
2014,NC,North Carolina,2014-11-04,II,DEM nominee NC 2014,REP nominee NC 2014,True,False,0.4318,0.5682,2715219,3501468,0.4497,0.5503,3613756,REP,-3.0,3.5,-0.2,-1.3644,0.45,7500000,State Panel Polling,850,lv,nonpartisan,mixed,44.84,55.16,US-SEN-NC-2014,US-SEN-NC-2014-D,US-SEN-NC-2014-R,DEM,0.4318,0.5682,0.4484
2014,NE,Nebraska,2014-11-04,II,DEM nominee NE 2014,REP nominee NE 2014,False,True,0.3041,0.6959,3734102,3389192,0.3154,0.6846,630784,REP,-13.0,3.5,-0.2,-0.6232,0.45,1300000,State Panel Polling,850,lv,nonpartisan,mixed,31.9,68.1,US-SEN-NE-2014,US-SEN-NE-2014-D,US-SEN-NE-2014-R,REP,0.3041,0.6959,0.319
2014,NH,New Hampshire,2014-11-04,II,DEM nominee NH 2014,REP nominee NH 2014,True,False,0.5127,0.4873,2877552,2622844,0.5101,0.4899,407128,DEM,1.0,3.5,-0.2,-1.3057,0.45,1000000,State Panel Polling,850,lv,nonpartisan,mixed,48.5,51.5,US-SEN-NH-2014,US-SEN-NH-2014-D,US-SEN-NH-2014-R,DEM,0.5127,0.4873,0.485
2014,NJ,New Jersey,2014-11-04,II,DEM nominee NJ 2014,REP nominee NJ 2014,True,False,0.6205,0.3795,3032584,3335536,0.634,0.366,2644917,DEM,9.0,3.5,-0.2,-1.2389,0.45,6500000,State Panel Polling,850,lv,nonpartisan,mixed,63.38,36.62,US-SEN-NJ-2014,US-SEN-NJ-2014-D,US-SEN-NJ-2014-R,DEM,0.6205,0.3795,0.6338
2014,NM,New Mexico,2014-11-04,II,DEM nominee NM 2014,REP nominee NM 2014,True,False,0.5457,0.4543,3551733,3270547,0.5419,0.4581,683913,DEM,5.0,3.5,-0.2,1.4,0.45,1400000,State Panel Polling,850,lv,nonpartisan,mixed,56.04,43.96,US-SEN-NM-2014,US-SEN-NM-2014-D,US-SEN-NM-2014-R,DEM,0.5457,0.4543,0.5604
2014,OK,Oklahoma,2014-11-04,II,DEM nominee OK 2014,REP nominee OK 2014,False,True,0.3,0.7,3001085,3361004,0.3,0.7,1093134,REP,-20.0,3.5,-0.2,1.941,0.45,2300000,State Panel Polling,850,lv,nonpartisan,mixed,32.63,67.37,US-SEN-OK-2014,US-SEN-OK-2014-D,US-SEN-OK-2014-R,REP,0.3,0.7,0.3263
2014,OR,Oregon,2014-11-04,II,DEM nominee OR 2014,REP nominee OR 2014,True,False,0.5661,0.4339,3593019,3233161,0.5937,0.4063,1347501,DEM,9.0,3.5,-0.2,0.143,0.45,3000000,State Panel Polling,850,lv,nonpartisan,mixed,58.55,41.45,US-SEN-OR-2014,US-SEN-OR-2014-D,US-SEN-OR-2014-R,DEM,0.5661,0.4339,0.5855
2014,RI,Rhode Island,2014-11-04,II,DEM nominee RI 2014,REP nominee RI 2014,True,False,0.6618,0.3382,3458912,3908650,0.6489,0.3511,358156,DEM,14.0,3.5,-0.2,1.3622,0.45,800000,State Panel Polling,850,lv,nonpartisan,mixed,65.34,34.66,US-SEN-RI-2014,US-SEN-RI-2014-D,US-SEN-RI-2014-R,DEM,0.6618,0.3382,0.6534
2014,SC,South Carolina,2014-11-04,II,DEM nominee SC 2014,REP nominee SC 2014,False,True,0.3817,0.6183,3262840,3688760,0.3726,0.6274,1823932,REP,-8.0,3.5,-0.2,-1.6098,0.45,3700000,State Panel Polling,850,lv,nonpartisan,mixed,39.56,60.44,US-SEN-SC-2014,US-SEN-SC-2014-D,US-SEN-SC-2014-R,REP,0.3817,0.6183,0.3956
2014,SD,South Dakota,2014-11-04,II,DEM nominee SD 2014,REP nominee SD 2014,False,True,0.313,0.687,3165786,3108671,0.3092,0.6908,251230,REP,-12.0,3.5,-0.2,0.6876,0.45,600000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-SD-2014,US-SEN-SD-2014-D,US-SEN-SD-2014-R,REP,0.313,0.687,0.3
2014,TN,Tennessee,2014-11-04,II,DEM nominee TN 2014,REP nominee TN 2014,False,True,0.3301,0.6699,3420554,3899643,0.3251,0.6749,2030542,REP,-13.0,3.5,-0.2,-0.8052,0.45,4500000,State Panel Polling,850,lv,nonpartisan,mixed,33.63,66.37,US-SEN-TN-2014,US-SEN-TN-2014-D,US-SEN-TN-2014-R,REP,0.3301,0.6699,0.3363
2014,TX,Texas,2014-11-04,II,DEM nominee TX 2014,REP nominee TX 2014,False,True,0.4031,0.5969,2653995,2532788,0.3969,0.6031,8029130,REP,-5.0,3.5,-0.2,-0.2054,0.45,17000000,State Panel Polling,850,lv,nonpartisan,mixed,41.72,58.28,US-SEN-TX-2014,US-SEN-TX-2014-D,US-SEN-TX-2014-R,REP,0.4031,0.5969,0.4172
2014,VA,Virginia,2014-11-04,II,DEM nominee VA 2014,REP nominee VA 2014,True,False,0.5499,0.4501,3206002,3539928,0.5221,0.4779,2565649,DEM,3.0,3.5,-0.2,1.1609,0.45,6000000,State Panel Polling,850,lv,nonpartisan,mixed,51.07,48.93,US-SEN-VA-2014,US-SEN-VA-2014-D,US-SEN-VA-2014-R,DEM,0.5499,0.4501,0.5107
2014,WV,West Virginia,2014-11-04,II,DEM nominee WV 2014,REP nominee WV 2014,True,False,0.3103,0.6897,4493398,3290675,0.3,0.7,623481,REP,-25.0,3.5,-0.2,-0.1148,0.45,1300000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-WV-2014,US-SEN-WV-2014-D,US-SEN-WV-2014-R,DEM,0.3103,0.6897,0.3
2014,WY,Wyoming,2014-11-04,II,DEM nominee WY 2014,REP nominee WY 2014,False,True,0.3,0.7,4525181,5103930,0.3,0.7,122308,REP,-25.0,3.5,-0.2,1.2718,0.45,290000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-WY-2014,US-SEN-WY-2014-D,US-SEN-WY-2014-R,REP,0.3,0.7,0.3
2016,AK,Alaska,2016-11-08,III,DEM nominee AK 2016,REP nominee AK 2016,False,True,0.3761,0.6239,4020648,3189319,0.3841,0.6159,251067,REP,-9.0,3.5,-0.1,0.3785,0.45,580000,State Panel Polling,850,lv,nonpartisan,mixed,37.67,62.33,US-SEN-AK-2016,US-SEN-AK-2016-D,US-SEN-AK-2016-R,REP,0.3761,0.6239,0.3767
2016,AL,Alabama,2016-11-08,III,DEM nominee AL 2016,REP nominee AL 2016,False,True,0.333,0.667,4065506,3751859,0.3137,0.6863,1712138,REP,-15.0,3.5,-0.1,1.3633,0.45,3700000,State Panel Polling,850,lv,nonpartisan,mixed,30.75,69.25,US-SEN-AL-2016,US-SEN-AL-2016-D,US-SEN-AL-2016-R,REP,0.333,0.667,0.3075
2016,AR,Arkansas,2016-11-08,III,DEM nominee AR 2016,REP nominee AR 2016,False,True,0.3068,0.6932,3853080,3729413,0.3027,0.6973,819320,REP,-15.0,3.5,-0.1,-0.9083,0.45,1900000,State Panel Polling,850,lv,nonpartisan,mixed,32.63,67.37,US-SEN-AR-2016,US-SEN-AR-2016-D,US-SEN-AR-2016-R,REP,0.3068,0.6932,0.3263
2016,AZ,Arizona,2016-11-08,III,DEM nominee AZ 2016,REP nominee AZ 2016,False,True,0.4712,0.5288,2742546,2612819,0.4553,0.5447,1917346,REP,-2.0,3.5,-0.1,1.729,0.45,4500000,State Panel Polling,850,lv,nonpartisan,mixed,47.77,52.23,US-SEN-AZ-2016,US-SEN-AZ-2016-D,US-SEN-AZ-2016-R,REP,0.4712,0.5288,0.4777
2016,CA,California,2016-11-08,III,DEM nominee CA 2016,REP nominee CA 2016,True,False,0.6641,0.3359,4168366,4057341,0.6572,0.3428,10641077,DEM,13.0,3.5,-0.1,-0.4015,0.45,22000000,State Panel Polling,850,lv,nonpartisan,mixed,64.25,35.75,US-SEN-CA-2016,US-SEN-CA-2016-D,US-SEN-CA-2016-R,DEM,0.6641,0.3359,0.6425
2016,CO,Colorado,2016-11-08,III,DEM nominee CO 2016,REP nominee CO 2016,True,False,0.5515,0.4485,2916204,2755111,0.5801,0.4199,1812204,DEM,4.0,3.5,-0.1,0.3129,0.45,4000000,State Panel Polling,850,lv,nonpartisan,mixed,60.11,39.89,US-SEN-CO-2016,US-SEN-CO-2016-D,US-SEN-CO-2016-R,DEM,0.5515,0.4485,0.6011
2016,CT,Connecticut,2016-11-08,III,DEM nominee CT 2016,REP nominee CT 2016,False,True,0.5409,0.4591,3584305,3159460,0.5587,0.4413,1143601,DEM,11.0,3.5,-0.1,-0.7021,0.45,2400000,State Panel Polling,850,lv,nonpartisan,mixed,52.98,47.02,US-SEN-CT-2016,US-SEN-CT-2016-D,US-SEN-CT-2016-R,REP,0.5409,0.4591,0.5298
2016,FL,Florida,2016-11-08,III,DEM nominee FL 2016,REP nominee FL 2016,False,True,0.4362,0.5638,3134904,3615410,0.4268,0.5732,6243341,REP,-3.0,3.5,-0.1,-0.938,0.45,14000000,State Panel Polling,850,lv,nonpartisan,mixed,42.97,57.03,US-SEN-FL-2016,US-SEN-FL-2016-D,US-SEN-FL-2016-R,REP,0.4362,0.5638,0.4297
2016,GA,Georgia,2016-11-08,III,DEM nominee GA 2016,REP nominee GA 2016,False,True,0.4793,0.5207,2580852,2715811,0.4553,0.5447,3330227,REP,-1.0,3.5,-0.1,-0.1403,0.45,7500000,State Panel Polling,850,lv,nonpartisan,mixed,43.47,56.53,US-SEN-GA-2016,US-SEN-GA-2016-D,US-SEN-GA-2016-R,REP,0.4793,0.5207,0.4347
2016,HI,Hawaii,2016-11-08,III,DEM nominee HI 2016,REP nominee HI 2016,True,False,0.7112,0.2888,3388108,4074547,0.72,0.28,356926,DEM,18.0,3.5,-0.1,-1.2424,0.45,850000,State Panel Polling,850,lv,nonpartisan,mixed,72.0,28.0,US-SEN-HI-2016,US-SEN-HI-2016-D,US-SEN-HI-2016-R,DEM,0.7112,0.2888,0.72
2016,IA,Iowa,2016-11-08,III,DEM nominee IA 2016,REP nominee IA 2016,False,True,0.3707,0.6293,3152704,3296651,0.4,0.6,943882,REP,-5.0,3.5,-0.1,0.7285,0.45,2300000,State Panel Polling,850,lv,nonpartisan,mixed,39.25,60.75,US-SEN-IA-2016,US-SEN-IA-2016-D,US-SEN-IA-2016-R,REP,0.3707,0.6293,0.3925
2016,ID,Idaho,2016-11-08,III,DEM nominee ID 2016,REP nominee ID 2016,False,True,0.3,0.7,3950043,4266158,0.3,0.7,450127,REP,-19.0,3.5,-0.1,0.6568,0.45,1100000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-ID-2016,US-SEN-ID-2016-D,US-SEN-ID-2016-R,REP,0.3,0.7,0.3
2016,IL,Illinois,2016-11-08,III,DEM nominee IL 2016,REP nominee IL 2016,True,False,0.6482,0.3518,3551294,3769452,0.6437,0.3563,4098736,DEM,9.0,3.5,-0.1,0.6135,0.45,8500000,State Panel Polling,850,lv,nonpartisan,mixed,65.63,34.37,US-SEN-IL-2016,US-SEN-IL-2016-D,US-SEN-IL-2016-R,DEM,0.6482,0.3518,0.6563
2016,IN,Indiana,2016-11-08,III,DEM nominee IN 2016,REP nominee IN 2016,False,True,0.3888,0.6112,3069089,3268699,0.367,0.633,2301809,REP,-9.0,3.5,-0.1,0.3415,0.45,4900000,State Panel Polling,850,lv,nonpartisan,mixed,37.13,62.87,US-SEN-IN-2016,US-SEN-IN-2016-D,US-SEN-IN-2016-R,REP,0.3888,0.6112,0.3713
2016,KS,Kansas,2016-11-08,III,DEM nominee KS 2016,REP nominee KS 2016,False,True,0.3199,0.6801,2534137,3027104,0.3427,0.6573,850855,REP,-10.0,3.5,-0.1,0.0845,0.45,1900000,State Panel Polling,850,lv,nonpartisan,mixed,31.37,68.63,US-SEN-KS-2016,US-SEN-KS-2016-D,US-SEN-KS-2016-R,REP,0.3199,0.6801,0.3137
2016,KY,Kentucky,2016-11-08,III,DEM nominee KY 2016,REP nominee KY 2016,False,True,0.3,0.7,3564599,3941778,0.3,0.7,1680201,REP,-16.0,3.5,-0.1,0.1885,0.45,3500000,State Panel Polling,850,lv,nonpartisan,mixed,30.21,69.79,US-SEN-KY-2016,US-SEN-KY-2016-D,US-SEN-KY-2016-R,REP,0.3,0.7,0.3021
2016,LA,Louisiana,2016-11-08,III,DEM nominee LA 2016,REP nominee LA 2016,False,True,0.3024,0.6976,3169622,4000512,0.3321,0.6679,1430140,REP,-12.0,3.5,-0.1,0.8479,0.45,3000000,State Panel Polling,850,lv,nonpartisan,mixed,33.14,66.86,US-SEN-LA-2016,US-SEN-LA-2016-D,US-SEN-LA-2016-R,REP,0.3024,0.6976,0.3314
2016,MD,Maryland,2016-11-08,III,DEM nominee MD 2016,REP nominee MD 2016,True,False,0.6853,0.3147,3225003,4333059,0.713,0.287,2071185,DEM,20.0,3.5,-0.1,1.3449,0.45,4300000,State Panel Polling,850,lv,nonpartisan,mixed,69.11,30.89,US-SEN-MD-2016,US-SEN-MD-2016-D,US-SEN-MD-2016-R,DEM,0.6853,0.3147,0.6911
2016,MO,Missouri,2016-11-08,III,DEM nominee MO 2016,REP nominee MO 2016,False,True,0.3489,0.6511,3140068,4058023,0.3554,0.6446,1821709,REP,-10.0,3.5,-0.1,1.4083,0.45,4400000,State Panel Polling,850,lv,nonpartisan,mixed,33.62,66.38,US-SEN-MO-2016,US-SEN-MO-2016-D,US-SEN-MO-2016-R,REP,0.3489,0.6511,0.3362
2016,NC,North Carolina,2016-11-08,III,DEM nominee NC 2016,REP nominee NC 2016,False,True,0.3732,0.6268,2814358,2705458,0.3906,0.6094,3256533,REP,-3.0,3.5,-0.1,-0.3623,0.45,7500000,State Panel Polling,850,lv,nonpartisan,mixed,38.7,61.3,US-SEN-NC-2016,US-SEN-NC-2016-D,US-SEN-NC-2016-R,REP,0.3732,0.6268,0.387
2016,ND,North Dakota,2016-11-08,III,DEM nominee ND 2016,REP nominee ND 2016,False,True,0.3056,0.6944,3392071,3664594,0.3,0.7,231099,REP,-17.0,3.5,-0.1,-0.7919,0.45,530000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-ND-2016,US-SEN-ND-2016-D,US-SEN-ND-2016-R,REP,0.3056,0.6944,0.3
2016,NH,New Hampshire,2016-11-08,III,DEM nominee NH 2016,REP nominee NH 2016,False,True,0.425,0.575,3427390,3163863,0.4531,0.5469,468164,REP,1.0,3.5,-0.1,-0.3038,0.45,1000000,State Panel Polling,850,lv,nonpartisan,mixed,43.18,56.82,US-SEN-NH-2016,US-SEN-NH-2016-D,US-SEN-NH-2016-R,REP,0.425,0.575,0.4318
2016,NV,Nevada,2016-11-08,III,DEM nominee NV 2016,REP nominee NV 2016,True,False,0.5633,0.4367,2565062,2985465,0.5502,0.4498,870337,DEM,1.0,3.5,-0.1,1.8241,0.45,2100000,State Panel Polling,850,lv,nonpartisan,mixed,53.86,46.14,US-SEN-NV-2016,US-SEN-NV-2016-D,US-SEN-NV-2016-R,DEM,0.5633,0.4367,0.5386
2016,NY,New York,2016-11-08,III,DEM nominee NY 2016,REP nominee NY 2016,True,False,0.6344,0.3656,4292054,3756857,0.6466,0.3534,5817213,DEM,12.0,3.5,-0.1,-0.1236,0.45,13000000,State Panel Polling,850,lv,nonpartisan,mixed,62.66,37.34,US-SEN-NY-2016,US-SEN-NY-2016-D,US-SEN-NY-2016-R,DEM,0.6344,0.3656,0.6266
2016,OH,Ohio,2016-11-08,III,DEM nominee OH 2016,REP nominee OH 2016,False,True,0.3559,0.6441,3380036,3925538,0.3779,0.6221,3939278,REP,-6.0,3.5,-0.1,-0.4388,0.45,8100000,State Panel Polling,850,lv,nonpartisan,mixed,38.16,61.84,US-SEN-OH-2016,US-SEN-OH-2016-D,US-SEN-OH-2016-R,REP,0.3559,0.6441,0.3816
2016,OK,Oklahoma,2016-11-08,III,DEM nominee OK 2016,REP nominee OK 2016,False,True,0.3,0.7,3543444,2912221,0.3,0.7,955373,REP,-20.0,3.5,-0.1,0.3094,0.45,2300000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-OK-2016,US-SEN-OK-2016-D,US-SEN-OK-2016-R,REP,0.3,0.7,0.3
2016,OR,Oregon,2016-11-08,III,DEM nominee OR 2016,REP nominee OR 2016,True,False,0.5804,0.4196,3366927,3927192,0.603,0.397,1262342,DEM,9.0,3.5,-0.1,0.5941,0.45,3000000,State Panel Polling,850,lv,nonpartisan,mixed,58.18,41.82,US-SEN-OR-2016,US-SEN-OR-2016-D,US-SEN-OR-2016-R,DEM,0.5804,0.4196,0.5818
2016,PA,Pennsylvania,2016-11-08,III,DEM nominee PA 2016,REP nominee PA 2016,True,False,0.5389,0.4611,2989487,2971089,0.5144,0.4856,4430828,DEM,-1.0,3.5,-0.1,-0.7817,0.45,9000000,State Panel Polling,850,lv,nonpartisan,mixed,51.04,48.96,US-SEN-PA-2016,US-SEN-PA-2016-D,US-SEN-PA-2016-R,DEM,0.5389,0.4611,0.5104
2016,SC,South Carolina,2016-11-08,III,DEM nominee SC 2016,REP nominee SC 2016,False,True,0.4076,0.5924,3965191,2987576,0.4033,0.5967,1695692,REP,-8.0,3.5,-0.1,0.4445,0.45,3700000,State Panel Polling,850,lv,nonpartisan,mixed,38.38,61.62,US-SEN-SC-2016,US-SEN-SC-2016-D,US-SEN-SC-2016-R,REP,0.4076,0.5924,0.3838
2016,SD,South Dakota,2016-11-08,III,DEM nominee SD 2016,REP nominee SD 2016,False,True,0.3525,0.6475,3379770,4157585,0.3384,0.6616,251578,REP,-12.0,3.5,-0.1,-0.9248,0.45,600000,State Panel Polling,850,lv,nonpartisan,mixed,31.58,68.42,US-SEN-SD-2016,US-SEN-SD-2016-D,US-SEN-SD-2016-R,REP,0.3525,0.6475,0.3158
2016,UT,Utah,2016-11-08,III,DEM nominee UT 2016,REP nominee UT 2016,False,True,0.3084,0.6916,3654018,3665547,0.3,0.7,773591,REP,-13.0,3.5,-0.1,1.2738,0.45,1900000,State Panel Polling,850,lv,nonpartisan,mixed,30.0,70.0,US-SEN-UT-2016,US-SEN-UT-2016-D,US-SEN-UT-2016-R,REP,0.3084,0.6916,0.3
2016,VT,Vermont,2016-11-08,III,DEM nominee VT 2016,REP nominee VT 2016,True,False,0.7172,0.2828,2814320,4663485,0.72,0.28,219158,DEM,20.0,3.5,-0.1,-0.3688,0.45,500000,State Panel Polling,850,lv,nonpartisan,mixed,72.0,28.0,US-SEN-VT-2016,US-SEN-VT-2016-D,US-SEN-VT-2016-R,DEM,0.7172,0.2828,0.72
2016,WA,Washington,2016-11-08,III,DEM nominee WA 2016,REP nominee WA 2016,True,False,0.6036,0.3964,3155625,3218624,0.5824,0.4176,2365323,DEM,9.0,3.5,-0.1,0.1296,0.45,5000000,State Panel Polling,850,lv,nonpartisan,mixed,55.65,44.35,US-SEN-WA-2016,US-SEN-WA-2016-D,US-SEN-WA-2016-R,DEM,0.6036,0.3964,0.5565
2016,WI,Wisconsin,2016-11-08,III,DEM nominee WI 2016,REP nominee WI 2016,False,True,0.4736,0.5264,2941631,3062065,0.4478,0.5522,1825301,REP,0.0,3.5,-0.1,1.9377,0.45,4400000,State Panel Polling,850,lv,nonpartisan,mixed,42.03,57.97,US-SEN-WI-2016,US-SEN-WI-2016-D,US-SEN-WI-2016-R,REP,0.4736,0.5264,0.4203
