cycle,state,state_name,election_date,electoral_votes,dem_name,rep_name,dem_incumbent,rep_incumbent,dem_previous_vote_share,rep_previous_vote_share,dem_fundraising_usd,rep_fundraising_usd,dem_vote_share,rep_vote_share,turnout,winner_party,partisan_lean,incumbency_advantage,economic_index,demographic_turnout_index,historical_turnout_rate,registered_voters,pollster,poll_sample_size,poll_population,poll_sponsor_class,poll_methodology,dem_poll_pct,rep_poll_pct,race_id,dem_option_id,rep_option_id,incumbent_party,previous_dem_share,previous_rep_share,polling_dem_share_base
2000,IL,Illinois,2000-11-07,22,Democratic nominee,Republican nominee,true,false,0.596051,0.403949,701405633,727212937,0.5618,0.4382,4608447,DEM,4.8011,0.0,-0.4,2.4013,0.78,5908265,State Panel Polling,925,lv,nonpartisan,mixed,57.4762,42.5238,US-PRES-IL-2000,US-PRES-IL-2000-D,US-PRES-IL-2000-R,DEM,0.596051,0.403949,0.574762
2000,IN,Indiana,2000-11-07,12,Democratic nominee,Republican nominee,true,false,0.468516,0.531484,326897595,338925365,0.419952,0.580048,2147816,REP,-7.9524,0.0,-0.4,-0.7871,0.78,2753610,State Panel Polling,925,lv,nonpartisan,mixed,47.0183,52.9817,US-PRES-IN-2000,US-PRES-IN-2000-D,US-PRES-IN-2000-R,DEM,0.468516,0.531484,0.470183
2000,IA,Iowa,2000-11-07,7,Democratic nominee,Republican nominee,true,false,0.557334,0.442666,193733858,200862042,0.501628,0.498372,1272890,DEM,0.9294,0.0,-0.4,1.4333,0.78,1631910,State Panel Polling,925,lv,nonpartisan,mixed,54.3014,45.6986,US-PRES-IA-2000,US-PRES-IA-2000-D,US-PRES-IA-2000-R,DEM,0.557334,0.442666,0.543014
2000,KS,Kansas,2000-11-07,6,Democratic nominee,Republican nominee,true,false,0.399276,0.600724,155488738,161209742,0.390831,0.609169,1021608,REP,-14.8764,0.0,-0.4,-2.5181,0.78,1309754,State Panel Polling,925,lv,nonpartisan,mixed,41.340700000000005,58.659299999999995,US-PRES-KS-2000,US-PRES-KS-2000-D,US-PRES-KS-2000-R,DEM,0.399276,0.600724,0.413407
2000,KY,Kentucky,2000-11-07,8,Democratic nominee,Republican nominee,true,false,0.505291,0.494709,230041625,238505705,0.422724,0.577276,1511443,REP,-4.275,0.0,-0.4,0.1323,0.78,1937747,State Panel Polling,925,lv,nonpartisan,mixed,50.03379999999999,49.96620000000001,US-PRES-KY-2000,US-PRES-KY-2000-D,US-PRES-KY-2000-R,DEM,0.505291,0.494709,0.500338
2000,LA,Louisiana,2000-11-07,9,Democratic nominee,Republican nominee,true,false,0.565608,0.434392,261816723,271449927,0.460608,0.539392,1720215,REP,1.7568,0.0,-0.4,1.6402,0.78,2205404,State Panel Polling,925,lv,nonpartisan,mixed,54.9799,45.0201,US-PRES-LA-2000,US-PRES-LA-2000-D,US-PRES-LA-2000-R,DEM,0.565608,0.434392,0.549799
2000,ME,Maine,2000-11-07,4,Democratic nominee,Republican nominee,true,false,0.626621,0.373379,92319497,95716273,0.527478,0.472522,606567,DEM,7.8581,0.0,-0.4,3.1655,0.78,777650,State Panel Polling,925,lv,nonpartisan,mixed,59.982899999999994,40.017100000000006,US-PRES-ME-2000,US-PRES-ME-2000-D,US-PRES-ME-2000-R,DEM,0.626621,0.373379,0.599829
2000,MD,Maryland,2000-11-07,10,Democratic nominee,Republican nominee,true,false,0.586384,0.413616,297982487,308946363,0.584323,0.415677,1957835,DEM,3.8344,0.0,-0.4,2.1596,0.78,2510045,State Panel Polling,925,lv,nonpartisan,mixed,56.683499999999995,43.316500000000005,US-PRES-MD-2000,US-PRES-MD-2000-D,US-PRES-MD-2000-R,DEM,0.586384,0.413616,0.566835
2000,MA,Massachusetts,2000-11-07,12,Democratic nominee,Republican nominee,true,false,0.686378,0.313622,379737326,393709264,0.647893,0.352107,2494989,DEM,13.8338,0.0,-0.4,4.6595,0.78,3198704,State Panel Polling,925,lv,nonpartisan,mixed,64.883,35.117,US-PRES-MA-2000,US-PRES-MA-2000-D,US-PRES-MA-2000-R,DEM,0.686378,0.313622,0.64883
2000,MI,Michigan,2000-11-07,18,Democratic nominee,Republican nominee,true,false,0.573244,0.426756,627605375,650697295,0.526346,0.473654,4123557,DEM,2.5204,0.0,-0.4,1.8311,0.78,5286612,State Panel Polling,925,lv,nonpartisan,mixed,55.606,44.394,US-PRES-MI-2000,US-PRES-MI-2000-D,US-PRES-MI-2000-R,DEM,0.573244,0.426756,0.55606
2000,MN,Minnesota,2000-11-07,10,Democratic nominee,Republican nominee,true,false,0.593807,0.406193,346700185,359456565,0.512864,0.487136,2277925,DEM,4.5767,0.0,-0.4,2.3452,0.78,2920417,State Panel Polling,925,lv,nonpartisan,mixed,57.2922,42.7078,US-PRES-MN-2000,US-PRES-MN-2000-D,US-PRES-MN-2000-R,DEM,0.593807,0.406193,0.572922
2000,MS,Mississippi,2000-11-07,7,Democratic nominee,Republican nominee,true,false,0.472528,0.527472,148769108,154242872,0.413945,0.586055,977458,REP,-7.5512,0.0,-0.4,-0.6868,0.78,1253151,State Panel Polling,925,lv,nonpartisan,mixed,47.3473,52.652699999999996,US-PRES-MS-2000,US-PRES-MS-2000-D,US-PRES-MS-2000-R,DEM,0.472528,0.527472,0.473473
2000,MO,Missouri,2000-11-07,11,Democratic nominee,Republican nominee,true,false,0.53547,0.46453,350221636,363107584,0.482881,0.517119,2301062,REP,-1.257,0.0,-0.4,0.8868,0.78,2950079,State Panel Polling,925,lv,nonpartisan,mixed,52.50860000000001,47.49139999999999,US-PRES-MO-2000,US-PRES-MO-2000-D,US-PRES-MO-2000-R,DEM,0.53547,0.46453,0.525086
2000,MT,Montana,2000-11-07,3,Democratic nominee,Republican nominee,true,false,0.483126,0.516874,57425669,59538571,0.363436,0.636564,377304,REP,-6.4914,0.0,-0.4,-0.4219,0.78,483723,State Panel Polling,925,lv,nonpartisan,mixed,48.216300000000004,51.783699999999996,US-PRES-MT-2000,US-PRES-MT-2000-D,US-PRES-MT-2000-R,DEM,0.483126,0.516874,0.482163
2000,NE,Nebraska,2000-11-07,5,Democratic nominee,Republican nominee,true,false,0.394452,0.605548,101310712,105038308,0.348205,0.651795,665642,REP,-15.3588,0.0,-0.4,-2.6387,0.78,853387,State Panel Polling,925,lv,nonpartisan,mixed,40.945,59.055,US-PRES-NE-2000,US-PRES-NE-2000-D,US-PRES-NE-2000-R,DEM,0.394452,0.605548,0.40945
2000,NV,Nevada,2000-11-07,4,Democratic nominee,Republican nominee,true,false,0.505865,0.494135,88512367,91769063,0.481432,0.518568,581553,REP,-4.2175,0.0,-0.4,0.1466,0.78,745581,State Panel Polling,925,lv,nonpartisan,mixed,50.080999999999996,49.919000000000004,US-PRES-NV-2000,US-PRES-NV-2000-D,US-PRES-NV-2000-R,DEM,0.505865,0.494135,0.50081
2000,NH,New Hampshire,2000-11-07,4,Democratic nominee,Republican nominee,true,false,0.556116,0.443884,82173845,85197325,0.493322,0.506678,539907,REP,0.8076,0.0,-0.4,1.4029,0.78,692188,State Panel Polling,925,lv,nonpartisan,mixed,54.2015,45.7985,US-PRES-NH-2000,US-PRES-NH-2000-D,US-PRES-NH-2000-R,DEM,0.556116,0.443884,0.542015
2000,NJ,New Jersey,2000-11-07,15,Democratic nominee,Republican nominee,true,false,0.599668,0.400332,467714101,484923029,0.582114,0.417886,3073023,DEM,5.1628,0.0,-0.4,2.4917,0.78,3939773,State Panel Polling,925,lv,nonpartisan,mixed,57.772800000000004,42.227199999999996,US-PRES-NJ-2000,US-PRES-NJ-2000-D,US-PRES-NJ-2000-R,DEM,0.599668,0.400332,0.577728
2000,NM,New Mexico,2000-11-07,5,Democratic nominee,Republican nominee,true,false,0.540241,0.459759,87241040,90450960,0.500319,0.499681,573200,DEM,-0.7799,0.0,-0.4,1.006,0.78,734872,State Panel Polling,925,lv,nonpartisan,mixed,52.8998,47.1002,US-PRES-NM-2000,US-PRES-NM-2000-D,US-PRES-NM-2000-R,DEM,0.540241,0.459759,0.528998
2000,NY,New York,2000-11-07,33,Democratic nominee,Republican nominee,true,false,0.67732,0.32268,943760542,978484978,0.63576,0.36424,6200792,DEM,12.928,0.0,-0.4,4.433,0.78,7949733,State Panel Polling,925,lv,nonpartisan,mixed,64.1403,35.859700000000004,US-PRES-NY-2000,US-PRES-NY-2000-D,US-PRES-NY-2000-R,DEM,0.67732,0.32268,0.641403
2000,NC,North Carolina,2000-11-07,14,Democratic nominee,Republican nominee,true,false,0.4747,0.5253,439683731,455861319,0.43536,0.56464,2888855,REP,-7.334,0.0,-0.4,-0.6325,0.78,3703660,State Panel Polling,925,lv,nonpartisan,mixed,47.5254,52.474599999999995,US-PRES-NC-2000,US-PRES-NC-2000-D,US-PRES-NC-2000-R,DEM,0.4747,0.5253,0.475254
2000,ND,North Dakota,2000-11-07,3,Democratic nominee,Republican nominee,true,false,0.460887,0.539113,41114699,42627461,0.352726,0.647274,270136,REP,-8.7153,0.0,-0.4,-0.9778,0.78,346328,State Panel Polling,925,lv,nonpartisan,mixed,46.3927,53.6073,US-PRES-ND-2000,US-PRES-ND-2000-D,US-PRES-ND-2000-R,DEM,0.460887,0.539113,0.463927
2000,OH,Ohio,2000-11-07,21,Democratic nominee,Republican nominee,true,false,0.535969,0.464031,690073430,715463780,0.481613,0.518387,4533991,REP,-1.2071,0.0,-0.4,0.8992,0.78,5812809,State Panel Polling,925,lv,nonpartisan,mixed,52.5495,47.4505,US-PRES-OH-2000,US-PRES-OH-2000-D,US-PRES-OH-2000-R,DEM,0.535969,0.464031,0.525495
2000,OK,Oklahoma,2000-11-07,8,Democratic nominee,Republican nominee,true,false,0.455994,0.544006,185472899,192297131,0.389193,0.610807,1218613,REP,-9.2046,0.0,-0.4,-1.1002,0.78,1562324,State Panel Polling,925,lv,nonpartisan,mixed,45.9915,54.00849999999999,US-PRES-OK-2000,US-PRES-OK-2000-D,US-PRES-OK-2000-R,DEM,0.455994,0.544006,0.459915
2000,OR,Oregon,2000-11-07,7,Democratic nominee,Republican nominee,true,false,0.546931,0.453069,218242472,226272418,0.502359,0.497641,1433919,DEM,-0.1109,0.0,-0.4,1.1733,0.78,1838358,State Panel Polling,925,lv,nonpartisan,mixed,53.44839999999999,46.55160000000001,US-PRES-OR-2000,US-PRES-OR-2000-D,US-PRES-OR-2000-R,DEM,0.546931,0.453069,0.534484
2000,PA,Pennsylvania,2000-11-07,23,Democratic nominee,Republican nominee,true,false,0.551612,0.448388,725551707,752247433,0.521485,0.478515,4767094,DEM,0.3572,0.0,-0.4,1.2903,0.78,6111659,State Panel Polling,925,lv,nonpartisan,mixed,53.8322,46.1678,US-PRES-PA-2000,US-PRES-PA-2000-D,US-PRES-PA-2000-R,DEM,0.551612,0.448388,0.538322
2000,RI,Rhode Island,2000-11-07,4,Democratic nominee,Republican nominee,true,false,0.690042,0.309958,57845589,59973941,0.656491,0.343509,380063,DEM,14.2002,0.0,-0.4,4.7511,0.78,487260,State Panel Polling,925,lv,nonpartisan,mixed,65.18350000000001,34.8165,US-PRES-RI-2000,US-PRES-RI-2000-D,US-PRES-RI-2000-R,DEM,0.690042,0.309958,0.651835
2000,SC,South Carolina,2000-11-07,8,Democratic nominee,Republican nominee,true,false,0.46888,0.53112,205915794,213492196,0.418379,0.581621,1352929,REP,-7.916,0.0,-0.4,-0.778,0.78,1734524,State Panel Polling,925,lv,nonpartisan,mixed,47.0482,52.95179999999999,US-PRES-SC-2000,US-PRES-SC-2000-D,US-PRES-SC-2000-R,DEM,0.46888,0.53112,0.470482
2000,SD,South Dakota,2000-11-07,3,Democratic nominee,Republican nominee,true,false,0.480664,0.519336,47106509,48839731,0.383853,0.616147,309504,REP,-6.7376,0.0,-0.4,-0.4834,0.78,396800,State Panel Polling,925,lv,nonpartisan,mixed,48.0145,51.985499999999995,US-PRES-SD-2000,US-PRES-SD-2000-D,US-PRES-SD-2000-R,DEM,0.480664,0.519336,0.480145
2000,TN,Tennessee,2000-11-07,11,Democratic nominee,Republican nominee,true,false,0.512866,0.487134,311046422,322490968,0.480371,0.519629,2043669,REP,-3.5174,0.0,-0.4,0.3217,0.78,2620088,State Panel Polling,925,lv,nonpartisan,mixed,50.654999999999994,49.345000000000006,US-PRES-TN-2000,US-PRES-TN-2000-D,US-PRES-TN-2000-R,DEM,0.512866,0.487134,0.50655
2000,TX,Texas,2000-11-07,32,Democratic nominee,Republican nominee,true,false,0.473394,0.526606,948721197,983628153,0.390437,0.609563,6233385,REP,-7.4646,0.0,-0.4,-0.6652,0.78,7991519,State Panel Polling,925,lv,nonpartisan,mixed,47.4183,52.5817,US-PRES-TX-2000,US-PRES-TX-2000-D,US-PRES-TX-2000-R,DEM,0.473394,0.526606,0.474183
2000,UT,Utah,2000-11-07,5,Democratic nominee,Republican nominee,true,false,0.379805,0.620195,109302278,113323912,0.282745,0.717255,718149,REP,-16.8235,0.0,-0.4,-3.0049,0.78,920704,State Panel Polling,925,lv,nonpartisan,mixed,39.744,60.256,US-PRES-UT-2000,US-PRES-UT-2000-D,US-PRES-UT-2000-R,DEM,0.379805,0.620195,0.39744
2000,VT,Vermont,2000-11-07,3,Democratic nominee,Republican nominee,true,false,0.631828,0.368172,40910903,42416167,0.554404,0.445596,268797,DEM,8.3788,0.0,-0.4,3.2957,0.78,344612,State Panel Polling,925,lv,nonpartisan,mixed,60.40990000000001,39.59009999999999,US-PRES-VT-2000,US-PRES-VT-2000-D,US-PRES-VT-2000-R,DEM,0.631828,0.368172,0.604099
2000,VA,Virginia,2000-11-07,13,Democratic nominee,Republican nominee,true,false,0.489394,0.510606,404057516,418924284,0.458528,0.541472,2654780,REP,-5.8646,0.0,-0.4,-0.2651,0.78,3403564,State Panel Polling,925,lv,nonpartisan,mixed,48.7303,51.26969999999999,US-PRES-VA-2000,US-PRES-VA-2000-D,US-PRES-VA-2000-R,DEM,0.489394,0.510606,0.487303
2000,WA,Washington,2000-11-07,11,Democratic nominee,Republican nominee,true,false,0.571947,0.428053,358661735,371858225,0.529448,0.470552,2356516,DEM,2.3906,0.0,-0.4,1.7987,0.78,3021174,State Panel Polling,925,lv,nonpartisan,mixed,55.4996,44.5004,US-PRES-WA-2000,US-PRES-WA-2000-D,US-PRES-WA-2000-R,DEM,0.571947,0.428053,0.554996
2000,WV,West Virginia,2000-11-07,5,Democratic nominee,Republican nominee,true,false,0.583547,0.416453,96186138,99725182,0.467579,0.532421,631972,REP,3.5506,0.0,-0.4,2.0887,0.78,810221,State Panel Polling,925,lv,nonpartisan,mixed,56.4508,43.5492,US-PRES-WV-2000,US-PRES-WV-2000-D,US-PRES-WV-2000-R,DEM,0.583547,0.416453,0.564508
2000,WI,Wisconsin,2000-11-07,11,Democratic nominee,Republican nominee,true,false,0.559192,0.440808,377496485,391385975,0.501151,0.498849,2480266,DEM,1.1152,0.0,-0.4,1.4798,0.78,3179828,State Panel Polling,925,lv,nonpartisan,mixed,54.453700000000005,45.546299999999995,US-PRES-WI-2000,US-PRES-WI-2000-D,US-PRES-WI-2000-R,DEM,0.559192,0.440808,0.544537
2000,WY,Wyoming,2000-11-07,3,Democratic nominee,Republican nominee,true,false,0.425121,0.574879,31722742,32889938,0.290177,0.709823,208428,REP,-12.2919,0.0,-0.4,-1.872,0.78,267215,State Panel Polling,925,lv,nonpartisan,mixed,43.459900000000005,56.5401,US-PRES-WY-2000,US-PRES-WY-2000-D,US-PRES-WY-2000-R,DEM,0.425121,0.574879,0.434599
2004,AL,Alabama,2004-11-02,9,Democratic nominee,Republican nominee,false,true,0.423931,0.576069,274189938,305611432,0.371022,0.628978,1870327,REP,-7.8636,0.0,-1.2,-1.9017,0.78,2397855,State Panel Polling,925,lv,nonpartisan,mixed,42.5623,57.4377,US-PRES-AL-2004,US-PRES-AL-2004-D,US-PRES-AL-2004-R,REP,0.423931,0.576069,0.425623
2004,AK,Alaska,2004-11-02,3,Democratic nominee,Republican nominee,false,true,0.320631,0.679369,44260592,49332748,0.367737,0.632263,301914,REP,-18.1936,0.0,-1.2,-4.4842,0.78,387069,State Panel Polling,925,lv,nonpartisan,mixed,34.0917,65.9083,US-PRES-AK-2004,US-PRES-AK-2004-D,US-PRES-AK-2004-R,REP,0.320631,0.679369,0.340917
2004,AZ,Arizona,2004-11-02,10,Democratic nominee,Republican nominee,false,true,0.467174,0.532826,292880119,326443461,0.44725,0.55275,1997818,REP,-3.5393,0.0,-1.2,-0.8206,0.78,2561305,State Panel Polling,925,lv,nonpartisan,mixed,46.1083,53.8917,US-PRES-AZ-2004,US-PRES-AZ-2004-D,US-PRES-AZ-2004-R,REP,0.467174,0.532826,0.461083
2004,AR,Arkansas,2004-11-02,6,Democratic nominee,Republican nominee,false,true,0.471993,0.528007,152881957,170401853,0.450643,0.549357,1042851,REP,-3.0574,0.0,-1.2,-0.7002,0.78,1336988,State Panel Polling,925,lv,nonpartisan,mixed,46.5034,53.49660000000001,US-PRES-AR-2004,US-PRES-AR-2004-D,US-PRES-AR-2004-R,REP,0.471993,0.528007,0.465034
2004,CA,California,2004-11-02,55,Democratic nominee,Republican nominee,false,true,0.56203,0.43797,1796628593,2002517817,0.550413,0.449587,12255311,DEM,5.9463,0.0,-1.2,1.5507,0.78,15711937,State Panel Polling,925,lv,nonpartisan,mixed,53.886500000000005,46.113499999999995,US-PRES-CA-2004,US-PRES-CA-2004-D,US-PRES-CA-2004-R,REP,0.56203,0.43797,0.538865
2004,CO,Colorado,2004-11-02,9,Democratic nominee,Republican nominee,false,true,0.455141,0.544859,308297894,343628076,0.476338,0.523662,2102987,REP,-4.7426,0.0,-1.2,-1.1215,0.78,2696137,State Panel Polling,925,lv,nonpartisan,mixed,45.1215,54.87850000000001,US-PRES-CO-2004,US-PRES-CO-2004-D,US-PRES-CO-2004-R,REP,0.455141,0.544859,0.451215
2004,CT,Connecticut,2004-11-02,7,Democratic nominee,Republican nominee,false,true,0.592557,0.407443,227422632,253484708,0.552749,0.447251,1551314,DEM,8.999,0.0,-1.2,2.3139,0.78,1988864,State Panel Polling,925,lv,nonpartisan,mixed,56.389599999999994,43.610400000000006,US-PRES-CT-2004,US-PRES-CT-2004-D,US-PRES-CT-2004-R,REP,0.592557,0.407443,0.563896
2004,DE,Delaware,2004-11-02,3,Democratic nominee,Republican nominee,false,true,0.567401,0.432599,54507639,60754081,0.538315,0.461685,371812,DEM,6.4834,0.0,-1.2,1.685,0.78,476682,State Panel Polling,925,lv,nonpartisan,mixed,54.3269,45.6731,US-PRES-DE-2004,US-PRES-DE-2004-D,US-PRES-DE-2004-R,REP,0.567401,0.432599,0.543269
2004,DC,District of Columbia,2004-11-02,3,Democratic nominee,Republican nominee,false,true,0.904877,0.095123,32871532,36638528,0.905203,0.094797,224226,DEM,40.231,0.0,-1.2,10.1219,0.78,287469,State Panel Polling,925,lv,nonpartisan,mixed,81.9999,18.000099999999996,US-PRES-DC-2004,US-PRES-DC-2004-D,US-PRES-DC-2004-R,REP,0.904877,0.095123,0.819999
2004,FL,Florida,2004-11-02,27,Democratic nominee,Republican nominee,false,true,0.499954,0.500046,1106546476,1233353984,0.474763,0.525237,7548066,REP,-0.2613,0.0,-1.2,-0.0012,0.78,9677008,State Panel Polling,925,lv,nonpartisan,mixed,48.7962,51.2038,US-PRES-FL-2004,US-PRES-FL-2004-D,US-PRES-FL-2004-R,REP,0.499954,0.500046,0.487962
2004,GA,Georgia,2004-11-02,15,Democratic nominee,Republican nominee,false,true,0.440162,0.559838,480907080,536017850,0.416458,0.583542,3280403,REP,-6.2404,0.0,-1.2,-1.4959,0.78,4205645,State Panel Polling,925,lv,nonpartisan,mixed,43.8933,56.1067,US-PRES-GA-2004,US-PRES-GA-2004-D,US-PRES-GA-2004-R,REP,0.440162,0.559838,0.438933
2004,HI,Hawaii,2004-11-02,4,Democratic nominee,Republican nominee,false,true,0.598273,0.401727,62436793,69591897,0.544044,0.455956,425899,DEM,9.5706,0.0,-1.2,2.4568,0.78,546024,State Panel Polling,925,lv,nonpartisan,mixed,56.858399999999996,43.141600000000004,US-PRES-HI-2004,US-PRES-HI-2004-D,US-PRES-HI-2004-R,REP,0.598273,0.401727,0.568584
2004,ID,Idaho,2004-11-02,4,Democratic nominee,Republican nominee,false,true,0.291515,0.708485,86542818,96460412,0.306773,0.693227,590333,REP,-21.1052,0.0,-1.2,-5.2121,0.78,756837,State Panel Polling,925,lv,nonpartisan,mixed,31.7042,68.2958,US-PRES-ID-2004,US-PRES-ID-2004-D,US-PRES-ID-2004-R,REP,0.291515,0.708485,0.317042
2004,IL,Illinois,2004-11-02,21,Democratic nominee,Republican nominee,false,true,0.5618,0.4382,767816914,855806846,0.552086,0.447914,5237496,DEM,5.9233,0.0,-1.2,1.545,0.78,6714738,State Panel Polling,925,lv,nonpartisan,mixed,53.8676,46.1324,US-PRES-IL-2004,US-PRES-IL-2004-D,US-PRES-IL-2004-R,REP,0.5618,0.4382,0.538676
2004,IN,Indiana,2004-11-02,11,Democratic nominee,Republican nominee,false,true,0.419952,0.580048,358942623,400076567,0.395765,0.604235,2448449,REP,-8.2615,0.0,-1.2,-2.0012,0.78,3139037,State Panel Polling,925,lv,nonpartisan,mixed,42.2361,57.7639,US-PRES-IN-2004,US-PRES-IN-2004-D,US-PRES-IN-2004-R,REP,0.419952,0.580048,0.422361
2004,IA,Iowa,2004-11-02,7,Democratic nominee,Republican nominee,false,true,0.501628,0.498372,218999143,244095907,0.496633,0.503367,1493855,REP,-0.0939,0.0,-1.2,0.0407,0.78,1915199,State Panel Polling,925,lv,nonpartisan,mixed,48.9335,51.06649999999999,US-PRES-IA-2004,US-PRES-IA-2004-D,US-PRES-IA-2004-R,REP,0.501628,0.498372,0.489335
2004,KS,Kansas,2004-11-02,6,Democratic nominee,Republican nominee,false,true,0.390831,0.609169,171734423,191414767,0.371329,0.628671,1171449,REP,-11.1736,0.0,-1.2,-2.7292,0.78,1501858,State Panel Polling,925,lv,nonpartisan,mixed,39.848099999999995,60.151900000000005,US-PRES-KS-2004,US-PRES-KS-2004-D,US-PRES-KS-2004-R,REP,0.390831,0.609169,0.398481
